"date","DJI.INDX","GSPC.INDX","IXIC.INDX","VIX.INDX","SKEW.INDX","SX5E.INDX","UKX.INDX","N225.INDX","XUTD.LSE","XJSE.SW","IS0L.XETRA","MOVE.INDX","CL.COMM","XAUUSD.FOREX","HG.COMM","NG.COMM","KC.COMM","ZC.COMM","AUDUSD.FOREX","CADUSD.FOREX","CHFUSD.FOREX","EURUSD.FOREX","GBPUSD.FOREX","IUSP.SW","IUKP.LSE","IPRP.LSE","BTC-USD.CC","AAA10Y","T5YIFR","T10Y2Y","CNYUSD.FOREX","JPYUSD.FOREX","YearMonth"
2023-03-02,33003.57,3981.3501,11462.9805,19.59,117.58,4493.331813,9485.978164,200.741751,190.87,9.5557,124.55598,124.12,78.16,1836,4.084,2.765,182.2,637.75,0.673,0.7359,1.0644,1.0596,1.1941,27.475,562.4211,2870.317875,23475.466737662,0.75,2.31,-0.81,0.14460688617992,0.0073112776457686,"2023-03"
2023-03-03,33390.97,4045.6399,11689.0098,18.49,118.14,4566.23136,9568.32044,206.663278,191.84,9.65256,125.128008,122.52,79.68,1854.97,4.078,3.009,177.85,645.25,0.6769,0.7356,1.0617,1.0632,1.204,28.08,568.1676,2923.914,22362.679331933,0.71,2.33,-0.89,0.144772273214234,0.00735970561177553,"2023-03"
2023-03-06,33431.44,4048.4199,11675.7402,18.61,120.19,4606.254284,9532.400559,208.959572,192.245,9.6274,125.51989,128.19,80.46,1846.85,4.1005,2.572,180.3,644.5,0.6728,0.7351,1.0675,1.0678,1.2021,28.39,574.72401,2973.9954,22429.757533346,0.72,2.28,-0.91,0.144300144300144,0.0073567277275068,"2023-03"
2023-03-07,32856.46,3986.3701,11530.3301,19.59,120.56,4513.019112,9366.368996,206.656868,192.245,9.6274,124.34913,133.33,77.58,1813.52,3.9865,2.687,182.55,642,0.6583,0.7344,1.0745,1.0547,1.1827,27.76,558.7370475,2881.944225,22219.769070942,0.73,2.22,-1.03,0.143620382604699,0.00729102110750611,"2023-03"
2023-03-08,32798.4,3992.01,11576,19.11,119.32,4521.74168,9390.611264,207.642587,192.38,9.6274,124.63008,129.76,76.66,1813.59,4.0415,2.551,177.35,634.5,0.6588,0.7274,1.0613,1.0544,1.1842,27.94,551.748385,2855.1062,21718.079830432,0.74,2.17,-1.07,0.143851775130905,0.00728040479050635,"2023-03"
2023-03-09,32254.86,3918.3201,11338.3496,22.61,122.22,4534.71496,9396.87615,208.948995,192.125,9.6274,125.14024,129.28,75.72,1830.89,4.0545,2.543,175.05,618.5,0.6591,0.7247,1.0628,1.058,1.1925,27.78,540.262125,2763.0225,20363.021111725,0.8,2.17,-0.97,0.143579140822421,0.00734484024972457,"2023-03"
2023-03-10,31909.64,3861.5901,11138.8896,24.8,130.27,4501.488779,9319.71538,208.265378,194.86,9.6829,127.056134,140.06,76.68,1867.83,4.0455,2.43,182.25,624.25,0.6578,0.723,1.072,1.0643,1.2028,26.79,537.83202,2727.0483,20187.243647616,0.88,2.18,-0.9,0.144795331798503,0.00740768176599133,"2023-03"
2023-03-13,31819.14,3855.76,11188.8398,26.52,132.14,4395.177766,9194.986203,208.7472,197.93,10.0425,130.2554245,173.59,74.8,1913.23,4.0695,2.606,183.2,624.5,0.6666,0.7265,1.0889,1.0729,1.2181,26.39,539.801015,2767.218675,24197.532997775,1.06,2.22,-0.48,0.146060030672606,0.00750722570474081,"2023-03"
2023-03-14,32155.4,3919.29,11428.1504,23.73,132.72,4485.407204,9285.198338,201.443096,195.855,9.95818,128.805464,169.65,71.33,1902.12,4.0105,2.573,180.9,627.5,0.6681,0.7281,1.0959,1.0732,1.2158,26.91,548.87291,2803.0269,24746.074658848,1.04,2.27,-0.56,0.145528632758495,0.00745017694170237,"2023-03"
2023-03-15,31874.57,3891.9299,11434.0498,26.14,136.62,4266.9279,8861.078925,204.2211,199.555,10.08,130.1835375,169.65,67.61,1918.1,3.8565,2.439,178.05,626.5,0.6616,0.7305,1.0935,1.0575,1.2065,26.32,544.1315,2720.355875,24375.961357831,1.09,2.25,-0.42,0.144772273214234,0.00749540906194956,"2023-03"
2023-03-16,32246.55,3960.28,11717.2803,22.99,134.53,4366.05729,8971.323321,202.579575,197.48,9.9975,129.3332775,167.96,68.35,1919.12,3.8855,2.514,185.5,632.75,0.6657,0.7265,1.0741,1.0605,1.2107,26.485,540.517015,2685.3326,25052.789721748,1.03,2.18,-0.58,0.144963251815665,0.00747691502486074,"2023-03"
2023-03-17,31861.98,3916.6399,11630.5098,25.51,131.34,4335.718334,8930.8495,207.736804,198.78,9.9975,131.266462,180.11,66.74,1987.93,3.9135,2.338,183,634.25,0.6696,0.7289,1.0762,1.0666,1.2175,25.96,533.9955,2651.10625,27423.930634049,1.08,2.1,-0.42,0.145207428812058,0.00758639001631074,"2023-03"
2023-03-20,32244.58,3951.5701,11675.54,24.15,129.91,4415.60426139,9088.96626,204.787092,198.505,10.1536,131.9026545,182.64,67.64,1978.71,3.9755,2.223,184.9,633,0.6719,0.7294,1.0791,1.0719,1.2276,26.115,540.51228,2693.3544,27767.236331826,1.05,2.14,-0.45,0.145380533546558,0.00761498629302467,"2023-03"
2023-03-21,32560.6,4002.8701,11860.1104,21.38,127.46,4502.32398252,9204.739108,204.787092,197.02,10.146,130.937487,162.31,69.33,1940.15,4.0185,2.348,186.7,630,0.6669,0.7315,1.0762,1.0767,1.2214,26.125,536.86637,2702.3475,28175.816835425,1,2.21,-0.58,0.145253831069794,0.00754631551145153,"2023-03"
2023-03-22,32030.11,3936.97,11669.96,22.26,123.16,4554.43235,9279.972576,208.746236,197.03,10.11066,131.4269125,142.84,70.9,1969.58,4.0685,2.171,178,633.5,0.6684,0.7295,1.0852,1.0855,1.2264,25.58,526.00296,2595.6756,27307.436768413,1.05,2.25,-0.48,0.145334050314648,0.00760716595032521,"2023-03"
2023-03-23,32105.25,3948.72,11787.4004,22.61,125.5,4556.33262,9213.2586,208.389036,198.625,10.1308,132.402165,151.4,69.96,1993.5,4.146,2.283,174.3,631.75,0.6684,0.729,1.0911,1.083,1.2285,25.44,527.39505,2601.041625,28333.972711379,1.15,2.12,-0.38,0.14662971597824,0.00764379896808714,"2023-03"
2023-03-24,32237.53,3970.99,11823.96,21.74,126.88,4444.134058,9056.86535,208.1279,199.52,10.1308,132.314182,173.66,69.26,1977.22,4.1015,2.361,179.25,643,0.6646,0.729,1.0912,1.0759,1.223,24.885,514.883,2508.373,27493.285143623,1.06,2.23,-0.38,0.145602795573675,0.00765081672468536,"2023-03"
2023-03-27,32432.08,3977.53,11768.8398,20.6,126,4496.123752,9178.322268,208.824212,198.21,10.06544,131.705802,161.67,72.81,1956.56,4.1045,2.088,176.9,648.25,0.665,0.7285,1.0871,1.0796,1.2284,25.49,515.37522,2526.2046,27139.888530522,1.01,2.21,-0.41,0.145241172967713,0.00760080568540265,"2023-03"
2023-03-28,32394.25,3971.27,11716.0801,19.97,122.9,4519.590103,9235.5645,209.1387,197.425,10.10762,131.7695575,155.96,73.2,1973.69,4.112,2.03,173.75,647.25,0.671,0.7324,1.0929,1.0843,1.234,25.52,514.2695,2464.298,27268.131482915,0.96,2.28,-0.47,0.145454545454545,0.00764087870105062,"2023-03"
2023-03-29,32717.6,4027.8101,11926.2402,19.12,123.76,4587.966061,9312.372797,209.12835,197.245,10.028625,131.4659535,150.58,72.97,1964.04,4.115,1.991,169.7,650.5,0.6684,0.7357,1.0865,1.0843,1.2311,25.805,524.81793,2517.5995,28348.442342812,0.95,2.28,-0.51,0.145198995222953,0.00752671985548698,"2023-03"
2023-03-30,32859.03,4050.8301,12013.4697,19.02,126.31,4671.536342,9436.378469,208.371975,197.25,10.065,131.5151145,141.24,74.37,1980.25,4.0905,2.104,169.8,649.5,0.671,0.7373,1.0892,1.0901,1.2383,26.44,544.60434,2632.316225,28033.563150396,0.93,2.28,-0.55,0.14552016181842,0.00753835136255701,"2023-03"
2023-03-31,33274.15,4109.3101,12221.9102,18.7,125.85,4677.07955169,9412.224942,210.3111,197.865,10.012875,131.5041675,135.93,75.67,1967.9,4.1045,2.216,170.5,660.5,0.6686,0.7395,1.0948,1.0839,1.2333,26.62,545.056935,2618.91255,28478.48460568,0.9,2.24,-0.58,0.145581598485951,0.0075298369790294,"2023-03"
2023-04-03,33601.15,4124.5098,12189.4502,18.55,126.21,4696.888975,9522.9603,214.22994,199.28,10.10914,132.74468,138.17,80.42,1984.11,4.0595,2.097,176.25,657.75,0.6786,0.7406,1.0899,1.0895,1.2411,27.17,552.599775,2633.303925,27790.220854774,0.92,2.19,-0.54,0.145384760769376,0.00755172934602024,"2023-04"
2023-04-04,33402.38,4100.6001,12126.3301,19,127.03,4726.138464,9542.386548,214.984392,200.02,10.06848,133.389884,147.75,80.71,2019.97,3.9835,2.106,174.85,653.75,0.6753,0.7444,1.0956,1.0952,1.2499,26.495,556.143005,2659.16225,28168.089816403,1.06,2.18,-0.49,0.145353062589029,0.00759272616833074,"2023-04"
2023-04-05,33482.72,4090.3799,11996.8604,19.08,126.98,4686.501908,9545.724358,211.380776,201.075,10.0624,133.4036565,153.9,80.61,2020.35,3.998,2.155,180.15,652.75,0.6719,0.7442,1.1045,1.0903,1.2457,26.6,547.36058,2586.0732,28177.983556951,1.08,2.17,-0.49,0.145353062589029,0.00761498629302467,"2023-04"
2023-04-06,33485.29,4105.02,12087.96,18.4,124.42,4705.9194,9629.726484,208.791988,201.065,10.0624,133.69902,147.73,80.7,2008.02,4.026,2.011,183.6,643.5,0.6672,0.7433,1.1033,1.092,1.2439,26.63,564.046455,2660.7021,28044.139754944,1.06,2.17,-0.52,0.145437621804008,0.00758869284765699,"2023-04"
2023-04-07,33485.29,4105.02,12087.96,18.4,124.42,4705.9194,9629.726484,209.139156,201.065,10.0624,133.69902,139.2,80.7,2008.02,4.026,2.011,183.6,643.5,0.6669,0.741,1.1057,1.0897,1.2413,26.63,564.046455,2660.7021,27925.859408413,1.06,2.17,-0.58,0.145554051497023,0.00756744485224564,"2023-04"
2023-04-10,33586.52,4109.1099,12084.3604,18.97,126.96,4705.9194,9629.726484,207.25245,201.065,10.0624,133.69902,143,79.74,1989.65,3.9865,2.172,182.6,654,0.6639,0.7405,1.1059,1.0859,1.2381,26.63,564.046455,2660.7021,29652.980097084,1.04,2.2,-0.59,0.145315043013253,0.00748418964936571,"2023-04"
2023-04-11,33684.79,4108.9399,12031.8799,19.1,127.42,4727.6227721,9672.978528,209.425275,199.09,9.915,132.441945,139.78,81.53,2003.14,4.0245,2.186,190.5,651,0.6651,0.7406,1.1003,1.091,1.2424,26.915,564.91928,2681.4098,30235.058938955,1,2.22,-0.6,0.145201103528387,0.00748139004226985,"2023-04"
2023-04-12,33646.5,4091.95,11929.3398,19.09,130,4762.665567,9766.182804,210.62025,199.58,9.9555,132.714153,129.68,83.26,2014.67,4.0845,2.093,190.25,656,0.6689,0.7428,1.1075,1.0989,1.2481,27.19,571.87942,2741.139625,30139.052871052,1.04,2.25,-0.54,0.145458776982603,0.00751117286964359,"2023-04"
2023-04-13,34029.69,4146.2202,12166.2695,17.8,132.36,4818.762256,9819.91176,211.177275,199.54,9.9555,133.256904,119.95,82.16,2039.73,4.124,2.007,196.1,652.25,0.6783,0.744,1.1164,1.1044,1.252,26.36,572.0075,2750.957,30399.066385492,1.03,2.29,-0.51,0.145596435799252,0.00754290024514426,"2023-04"
2023-04-14,33886.47,4137.6401,12123.4697,17.07,134.65,4827.6349026,9772.976265,213.701025,198.205,9.96,132.2423625,118.84,82.52,2004.26,4.1075,2.114,193.4,666.25,0.6709,0.7496,1.1249,1.0995,1.2415,26.47,571.772825,2794.6165,30485.700029255,1,2.29,-0.56,0.145530750647612,0.00747467952311545,"2023-04"
2023-04-17,33987.18,4151.3198,12157.7197,16.95,135.04,4772.0545101,9750.105674,211.009372,197.3,9.80019,130.980888,122.69,80.83,1994.77,4.066,2.275,201,676.5,0.6701,0.7482,1.1176,1.0926,1.2374,26.47,570.93636,2803.63905,29445.044904963,0.96,2.29,-0.58,0.145353062589029,0.0074360499702558,"2023-04"
2023-04-18,33976.63,4154.8701,12153.4102,16.83,137.12,4820.59980225,9826.688256,214.941225,197.625,9.932625,131.476464,122.78,80.86,2004.93,4.0895,2.366,205.25,677.5,0.6725,0.7467,1.113,1.0971,1.2424,26.785,568.64648,2799.4378,30397.552735523,0.94,2.23,-0.61,0.14543339150669,0.00745656550592797,"2023-04"
2023-04-19,33897.01,4154.52,12157.2305,16.46,130.48,4812.71208686,9824.490126,211.690024,196.94,9.80019,131.020794,124.02,79.16,1993.26,4.072,2.222,202.55,672.25,0.6715,0.7468,1.1162,1.0954,1.2438,26.705,562.63293,2766.8331,28822.680472901,0.93,2.23,-0.64,0.145226407970025,0.00742335387127904,"2023-04"
2023-04-20,33786.62,4129.79,12059.5596,17.17,133.49,4808.875962,9833.2053019414,213.480110250298,198.11,9.86553933253873,131.7959225,120.61,77.29,2004.34,4.0255,2.427,195.9,663.75,0.6741,0.742,1.1209,1.0967,1.2443,26.8,568.3029175,2744.9258,28245.987310493,NA,2.24,-0.6,0.145492638072514,0.00744934445768772,"2023-04"
2023-04-21,33808.96,4133.52,12072.46,16.77,132.94,4843.717833,9837.226421814,212.904781425856,197.725,9.83863153579548,131.613273,120.84,77.87,1982.89,3.98,2.233,194.2,663.25,0.6691,0.7385,1.1201,1.0987,1.243,26.66,568.144225,2761.946,27276.909687576,NA,2.26,-0.6,0.145064190904475,0.007453508739239,"2023-04"
2023-04-24,33875.4,4137.04,12037.2002,16.89,132.4,4860.02738,9876.008283399,213.01091369613,198.46,9.8335009498268,132.1883725,126.28,78.76,1988.88,3.954,2.273,196.75,651.25,0.6697,0.7385,1.1268,1.1041,1.2482,26.5,569.8033,2767.8835,27525.339499591,NA,2.23,-0.6,0.145003190070182,0.00744962193168697,"2023-04"
2023-04-25,33530.83,4071.6299,11799.1602,18.76,130.29,4803.37702,9791.2770015984,214.029838468442,199.605,9.88632964403231,132.54176,137.13,77.07,1997.87,3.848,2.307,192.45,646.5,0.6626,0.7338,1.1213,1.0972,1.2408,26.495,564.50196,2721.0744,28307.598090665,NA,2.24,-0.46,0.144243945360394,0.00747831289261143,"2023-04"
2023-04-26,33301.87,4055.99,11854.3496,18.84,130.5,4799.87184,9789.8365421766,212.59469569446,199.645,9.90536041596529,133.09272,130.39,74.3,1989.48,3.8535,2.117,195.85,641.5,0.6599,0.7333,1.122,1.104,1.2467,26.38,571.9547925,2746.791775,28422.700878492,NA,2.24,-0.47,0.144366807183692,0.00748139004226985,"2023-04"
2023-04-27,33826.16,4135.3501,12142.2402,17.03,136.6,4805.621735,9779.3190423726,212.442088761151,198.505,9.88391624052854,132.401189,122.43,74.76,1987.87,3.8645,2.355,192.1,627,0.663,0.7357,1.1182,1.1027,1.2487,26.455,574.402,2772.114,29473.786183673,NA,2.25,-0.54,0.14442935960022,0.0074651935351424,"2023-04"
2023-04-28,34098.16,4169.48,12226.5801,15.78,138.44,4803.95962,9894.9184432056,211.720459297847,199.285,9.80960416743094,133.63403,122.46,76.78,1989.65,3.87,2.41,189.85,636,0.6608,0.7379,1.1183,1.102,1.2572,27.145,591.76404,2808.5848,29340.262498158,NA,2.16,-0.6,0.144673832843854,0.0073370263032393,"2023-04"
2023-05-01,34051.7,4167.8701,12212.5996,16.08,135.66,4784.342725,9894.9184432056,211.812647732645,199.285,9.80960416743094,133.63403,128.18,75.66,1982.05,3.917,2.318,189.25,639.5,0.6631,0.7383,1.1162,1.0975,1.2496,27.145,591.76404,2808.5848,28091.568803892,NA,2.22,-0.55,0.144673832843854,0.00727299174515437,"2023-05"
2023-05-02,33684.53,4119.5801,12080.5098,17.78,131.09,4723.905515,9688.2672,213.525319468346,199.465,9.79092673281828,133.9623205,137.55,71.66,2016.28,3.8625,2.214,190.65,638,0.6662,0.7339,1.1196,1.0999,1.2464,26.38,577.33248,2719.9564,28680.536967913,NA,2.22,-0.53,0.144673832843854,0.00732305664384314,"2023-05"
2023-05-03,33414.24,4090.75,12025.3301,18.34,130.41,4766.62761964,9785.3456368728,213.525319468346,200.29,9.88937560323706,134.7373265,134.5,68.6,2039.02,3.845,2.17,189.2,645.25,0.667,0.7345,1.1316,1.1059,1.2564,26.54,582.43563,2734.2405,29006.307670909,NA,2.21,-0.51,0.144673832843854,0.00742445615858638,"2023-05"
2023-05-04,33127.74,4061.22,11966.4004,20.09,130.54,4720.44531959,9683.7088432056,213.525319468346,200.835,9.98585151537717,134.8241895,140.71,68.56,2051.11,3.863,2.101,186.4,646.5,0.6694,0.7386,1.129,1.1011,1.2572,26.545,580.07208,2714.9234,28847.711590655,NA,2.25,-0.38,0.144786946008948,0.00744657085412168,"2023-05"
2023-05-05,33674.38,4136.25,12235.4102,17.19,134.32,4781.851731,9832.6753161182,213.525319468346,199.225,9.92991953724647,133.834516,130.21,71.34,2016.54,3.883,2.137,191,653.25,0.6749,0.7477,1.1225,1.1017,1.2641,27.08,590.58752,2738.67265,29534.384019705,NA,2.23,-0.48,0.144707329426235,0.00741592198450072,"2023-05"
2023-05-08,33618.69,4138.1201,12256.9199,16.98,132.32,4785.25457004,9832.6753161182,214.292756948814,199.225,9.90192087049854,133.39599,135.07,73.16,2021.39,3.9295,2.238,186.9,656.5,0.6783,0.7477,1.1244,1.1004,1.2617,27.125,590.58752,2738.67265,27694.272896273,NA,2.24,-0.48,0.144665461121157,0.00740219845294052,"2023-05"
2023-05-09,33561.81,4119.1699,12179.5498,17.71,133.88,4738.104996,9797.5179136662,216.245063965097,198.56,9.89203579087481,132.70368,133.93,73.71,2034.17,3.9015,2.267,188,642.25,0.6761,0.7469,1.123,1.096,1.2619,26.89,574.41688,2638.00195,27658.774672519,NA,2.24,-0.48,0.144498229896684,0.00739480884419138,"2023-05"
2023-05-10,33531.33,4137.6401,12306.4404,16.94,138.63,4728.82248,9772.616873832,216.755461277958,199.14,9.95645863570392,133.33563,125.6,72.56,2029.51,3.841,2.191,187.45,645.5,0.6779,0.7478,1.1239,1.098,1.2624,27.065,575.6544,2661.1392,27621.756227331,NA,2.21,-0.47,0.144231462651263,0.00744296825574039,"2023-05"
2023-05-11,33309.51,4130.6201,12328.5098,16.93,138.18,4703.66115,9670.2076625882,216.467020920813,200.17,9.94388911597488,133.254483,128.21,70.87,2015.55,3.71,2.19,185.8,632.5,0.6702,0.7412,1.1185,1.0914,1.2509,26.86,571.28603,2655.6607,27000.788270734,NA,2.22,-0.5,0.14390973981119,0.00743190516889004,"2023-05"
2023-05-12,33300.62,4124.0801,12284.7402,17.03,140.26,4684.04078016,9659.9053420786,216.528274083625,199.62,9.8581690919138,131.955072,120.52,70.04,2011.15,3.7285,2.266,186,633.25,0.6647,0.738,1.1134,1.0848,1.2457,26.79,561.2812775,2602.89015,26804.990670688,NA,2.25,-0.52,0.14371326329707,0.00736783938110149,"2023-05"
2023-05-15,33348.6,4136.2798,12365.21,17.12,138.57,4692.800952,9743.1250342765,217.648692330297,198.655,9.8005436379665,131.85018,127.89,71.11,2018.41,3.751,2.375,193.05,592.5,0.6701,0.7426,1.1165,1.0872,1.2527,26.77,574.049775,2652.905425,27192.693221165,NA,2.26,-0.49,0.143833153541891,0.00734645900675874,"2023-05"
2023-05-16,33012.14,4109.8999,12343.0498,17.99,137.32,4687.075411,9677.248472353,218.814312424387,197.985,9.80349745206584,131.244324,130.3,70.86,1988.6,3.667,2.376,190.35,581.25,0.6656,0.7416,1.1155,1.0861,1.2485,26.53,574.9030375,2630.901625,27036.650709944,NA,2.27,-0.52,0.14329316348317,0.00733218462440884,"2023-05"
2023-05-17,33420.77,4158.77,12500.5703,16.87,137.53,4685.948997,9643.187763477,218.568398881505,197.925,9.72509714202709,131.1031245,120.78,72.83,1981.72,3.7545,2.365,189.85,561.5,0.666,0.7433,1.1125,1.0839,1.2486,26.205,569.67375,2603.9553,27398.802027965,NA,2.28,-0.55,0.142885720001143,0.00726295529651015,"2023-05"
2023-05-18,33535.91,4198.0498,12688.8398,16.05,138.06,4703.30916649,9606.645598044,220.392358983601,197.14,9.72509714202709,129.3195365,122.5,71.86,1958.05,3.6895,2.715,190.45,555.25,0.6618,0.7406,1.1043,1.0769,1.2408,26.205,559.50774,2566.2846,26832.209300486,NA,2.3,-0.59,0.142130248159413,0.00720850603712381,"2023-05"
2023-05-19,33426.63,4191.98,12657.9004,16.81,135.52,4747.80295198,9652.6862380488,223.30554850868,196.86,9.71260827021346,130.039877,127.51,71.55,1976.56,3.732,2.707,192,554.5,0.6651,0.7408,1.1114,1.0802,1.2444,26.185,556.37124,2589.2853,26890.128242408,NA,2.29,-0.58,0.142696100115584,0.00724821512702497,"2023-05"
2023-05-22,33286.58,4192.6299,12720.7803,17.21,136.24,4741.29951183,9664.7927,224.28353955485,196.125,9.66776090328632,129.7806495,132.29,71.99,1969.43,3.685,2.551,189.2,571,0.6654,0.7404,1.1138,1.0811,1.2437,26.09,557.2708775,2598.71115,26851.277627891,NA,2.3,-0.57,0.142130248159413,0.00721474694275098,"2023-05"
2023-05-23,33055.51,4145.5801,12560.25,18.53,136.42,4675.87833744,9633.883,223.368591940546,195.98,9.66845845809733,129.124472,131.7,72.91,1974.73,3.6545,2.321,187.45,577.5,0.661,0.7406,1.1098,1.0768,1.241,26.21,562.5453,2637.125,27225.726590635,NA,2.31,-0.56,0.141711305727971,0.00721526750604279,"2023-05"
2023-05-24,32799.92,4115.2402,12484.1602,20.03,138.37,4582.67215868,9430.1465611672,219.986951066499,195.14,9.62287148234451,129.078106,132.29,74.34,1957.01,3.5615,2.398,188,587.25,0.6544,0.7356,1.105,1.0748,1.2364,25.82,549.5798,2571.4029,26334.818214436,NA,2.36,-0.58,0.141625005310938,0.00716974368166338,"2023-05"
2023-05-25,32764.65,4151.2798,12698.0898,19.14,140.73,4576.627116,9328.1057692542,219.913822647437,194.22,9.53876909895759,128.2474755,139.54,71.83,1940.34,3.588,2.307,182.7,590.75,0.6507,0.7332,1.1042,1.0719,1.2321,25.41,539.5057875,2528.577225,26476.207531973,NA,2.38,-0.67,0.14126488578734,0.00713979722975867,"2023-05"
2023-05-26,33093.34,4205.4502,12975.6904,17.95,146.46,4651.53971856,9414.2532006885,219.833682938102,193.43,9.49976890532229,128.082094,145.37,72.67,1946.33,3.682,2.181,181.6,604,0.6518,0.7345,1.1044,1.0724,1.2343,25.465,537.53765,2521.6749,26719.290984617,NA,2.33,-0.74,0.141548827267966,0.00711060546805561,"2023-05"
2023-05-29,33093.34,4205.4502,12975.6904,17.95,146.46,4624.570705,9414.2532006885,222.381915272339,193.43,9.49976890532229,128.7222725,145.37,72.67,1942.84,3.682,2.349,181.6,604,0.6538,0.7359,1.1061,1.0705,1.2351,25.465,537.53765,2521.6749,27745.884443552,NA,2.33,-0.74,0.141382723031246,0.00711997152011392,"2023-05"
2023-05-30,33042.78,4205.52,13017.4297,17.46,145.14,4606.152814,9337.1828516474,224.084689388792,195.05,9.55616751904438,129.8693,141.36,69.46,1959.14,3.663,2.327,177.1,594,0.6518,0.7351,1.1039,1.0733,1.2413,25.775,543.006685,2511.77055,27702.34877478,NA,2.32,-0.77,0.141242937853107,0.00715281999928472,"2023-05"
2023-05-31,32908.27,4179.8301,12935.29,17.94,158.3,4508.241152,9260.7146918826,221.664788833471,195.655,9.58771394739675,129.88592,136.02,68.09,1962.3,3.637,2.266,178.65,594,0.6503,0.7367,1.0981,1.0688,1.2437,25.785,543.4969,2497.038675,27219.658608111,NA,2.29,-0.76,0.140613355456501,0.00717643259535685,"2023-05"
2023-06-01,33061.57,4221.02,13100.9805,15.65,151.98,4581.61788735,9381.6005057625,224.417378147628,196.225,9.62570697791707,131.0205555,124.63,70.1,1977.88,3.711,2.158,183.05,592.5,0.6572,0.7435,1.1044,1.0761,1.2525,25.81,552.6343125,2503.434375,26819.973219708,NA,2.25,-0.72,0.140954260342519,0.0072048704924529,"2023-06"
2023-06-02,33762.76,4282.3701,13240.7695,14.6,142.61,4628.760512,9469.566797264,225.245400307242,195.57,9.54592547604587,129.826309,120.95,71.74,1947.63,3.7275,2.172,180.3,609,0.6612,0.7449,1.1,1.0706,1.2448,26.28,564.33008,2597.8976,27249.588949088,NA,2.23,-0.81,0.141147244805781,0.00714515379943553,"2023-06"
2023-06-05,33562.86,4273.79,13229.4297,14.73,143.18,4598.92361552,9452.12,230.850028661508,195.29,9.56613642877615,129.224212,119.08,72.15,1961.45,3.768,2.245,183.1,597.5,0.6618,0.7438,1.1033,1.0712,1.2437,26.435,563.52047,2617.36665,25760.096999536,NA,2.23,-0.77,0.140795494544175,0.00716537689882488,"2023-06"
2023-06-06,33573.28,4283.8501,13276.4199,13.96,146.27,4592.01553251,9477.1515617552,232.798223940989,195.205,9.58928635370788,129.0991705,114.42,71.74,1962.85,3.7685,2.262,182.6,608,0.6671,0.746,1.1017,1.0691,1.2424,26.615,565.97532,2625.1912,27238.783726217,NA,2.26,-0.81,0.140459301917269,0.00716152827013285,"2023-06"
2023-06-07,33665.02,4267.52,13104.9004,13.94,151.01,4591.056127,9480.054377537,227.751935771633,194.52,9.56289027653881,128.4656215,120.5,72.53,1939.63,3.756,2.329,185.4,604.25,0.6652,0.7478,1.0983,1.0697,1.2434,26.9,560.21387,2640.3599,26345.998851267,NA,2.27,-0.77,0.140266225295611,0.00713648528099911,"2023-06"
2023-06-08,33833.61,4293.9302,13238.5195,13.65,155.53,4633.328808,9539.9036547835,227.757926938996,195.02,9.6095015296023,129.781678,115.11,71.29,1967.76,3.795,2.352,194.85,610.25,0.6716,0.7489,1.1129,1.0781,1.2553,26.93,561.7153675,2645.858575,26508.215902156,NA,2.26,-0.79,0.140603470093642,0.00719812848659348,"2023-06"
2023-06-09,33876.78,4298.8599,13259.1396,13.83,152.78,4610.237313,9505.1804368238,231.532201930322,194.875,9.59420185856266,129.737784,115.77,70.17,1960.6,3.789,2.254,190.65,604.25,0.674,0.7495,1.1062,1.0747,1.2569,26.98,559.94895,2671.54095,26480.375093595,NA,2.27,-0.84,0.14027999887776,0.00717591762046572,"2023-06"
2023-06-12,34066.33,4338.9302,13461.9199,15.01,157.71,4643.25173524,9471.7030139645,232.326922388167,194.715,9.57702088034096,129.740177,119.8,67.12,1956.92,3.752,2.266,185.55,617.25,0.6751,0.7481,1.1001,1.0757,1.2511,26.76,552.047875,2649.20425,25902.499869783,NA,2.25,-0.82,0.139946260635916,0.00716306722538591,"2023-06"
2023-06-13,34212.12,4369.0098,13573.3203,14.61,156.44,4691.44465812,9578.561514066,235.48586099918,194.495,9.57101593980672,129.70782,118.8,69.42,1943.33,3.831,2.34,182.75,612.5,0.6767,0.7509,1.1048,1.0791,1.2612,26.975,544.99605,2639.061,25918.728401268,NA,2.28,-0.83,0.139506982324465,0.00713190457511678,"2023-06"
2023-06-14,33979.33,4372.5898,13626.4805,13.88,150.37,4739.62621251,9625.7787168895,239.140725935972,194.74,9.57921410471466,130.1182185,114.37,68.27,1942.99,3.87,2.342,184.4,607.75,0.6796,0.7505,1.1098,1.0831,1.2661,27.235,544.67622,2673.053625,25124.676679841,NA,2.27,-0.91,0.139590720008934,0.0071380134908455,"2023-06"
2023-06-15,34408.06,4425.8398,13782.8203,14.5,147.86,4777.61847695,9749.7299807705,238.687647016894,195.075,9.5701760638677,130.978815,107.34,70.62,1957.65,3.901,2.533,187,623.25,0.6886,0.7562,1.1213,1.0945,1.2781,26.995,548.3049,2610.51925,25576.394008264,NA,2.26,-0.9,0.140429714927679,0.00712809180982251,"2023-06"
