"date","DJI.INDX","GSPC.INDX","IXIC.INDX","VIX.INDX","SKEW.INDX","SX5E.INDX","UKX.INDX","N225.INDX","XUTD.LSE","XJSE.SW","IS0L.XETRA","MOVE.INDX","CL.COMM","XAUUSD.FOREX","HG.COMM","NG.COMM","KC.COMM","ZC.COMM","AUDUSD.FOREX","CADUSD.FOREX","CHFUSD.FOREX","EURUSD.FOREX","GBPUSD.FOREX","IUSP.SW","IUKP.LSE","IPRP.LSE","BTC-USD.CC","AAA10Y","T5YIFR","T10Y2Y","CNYUSD.FOREX","JPYUSD.FOREX","YearMonth"
2023-06-16,34299.12,4409.5898,13689.5703,13.54,143.07,4804.856706,9795.6488399315,237.642894913103,194.855,9.5701760638677,131.2670645,104.43,71.78,1957.36,3.889,2.632,184.9,597.75,0.6878,0.7577,1.1186,1.0933,1.2817,27.18,552.476785,2611.784175,26327.462394217,NA,2.27,-0.93,0.140319366879017,0.00705044594070575,"2023-06"
2023-06-19,34299.12,4409.5898,13689.5703,13.54,143.07,4764.5897977,9705.6915,235.019508416086,194.185,9.45841256426509,130.567049,104.43,71.78,1950.12,3.889,2.643,184.9,640.25,0.685,0.757,1.1164,1.0922,1.279,27.035,542.296,2557.8721,26851.028545521,NA,2.27,-0.93,0.139635551211338,0.00704274948940066,"2023-06"
2023-06-20,34053.87,4388.71,13667.29,13.88,138.75,4740.97588124,9659.1834811605,236.039093704712,195.52,9.5224629740907,131.532342,104.43,70.5,1935.91,3.8835,2.492,177.45,643.75,0.6784,0.7556,1.1135,1.0916,1.2761,26.865,541.83206,2538.54573,28327.488264328,NA,2.3,-0.94,0.139246675485623,0.00706938602382383,"2023-06"
2023-06-21,33951.52,4365.6899,13502.2002,13.2,133.72,4748.1086,9652.3427289955,236.636289953131,194.79,9.49360397505022,132.203424,110.84,72.53,1932.26,3.8835,2.597,172,671,0.6797,0.7597,1.1196,1.0984,1.2769,26.68,533.297285,2524.04823,30027.296453501,NA,2.27,-0.96,0.139285465561669,0.00704796137717165,"2023-06"
2023-06-22,33946.71,4381.8901,13630.6104,12.91,136.15,4715.977332,9562.0492,232.434615518988,194.755,9.39803654403801,131.340528,107.6976,69.51,1913.52,3.8835,2.607,169.88,660.5,0.6757,0.7605,1.1169,1.0956,1.2746,26.145,523.255165,2498.34346,29912.281714768,NA,2.3,-0.97,0.139285465561669,0.00698738776508402,"2023-06"
2023-06-23,33727.43,4348.3301,13492.5156,13.44,137.85,4651.356129,9484.8209654322,228.156597995546,195.175,9.38509187082405,131.6861215,105.7351,69.5,1921.36,3.8835,2.73,164.33,584.25,0.6677,0.7584,1.1141,1.0889,1.2711,26.22,507.29601,2453.60433,30695.46940749,NA,2.26,-0.97,0.139285465561669,0.00695991091314031,"2023-06"
2023-06-26,33714.71,4328.8198,13335.7803,14.25,140.09,4667.533528,9475.0164445776,227.842455492457,195.625,9.41504372365258,132.369108,109.02,69.37,1922.85,3.784,2.892,164.53,637.25,0.6671,0.7602,1.1164,1.0904,1.2712,26.14,509.17916,2454.6872,30271.13101674,NA,2.23,-0.93,0.138167348292252,0.00696791276173222,"2023-06"
2023-06-27,33926.74,4378.4102,13555.6729,13.74,140.56,4718.134434,9510.4279,225.897875590114,194.865,9.36337128575396,132.5217075,110.8533,67.7,1913.35,3.784,2.789,166.18,623,0.6688,0.7585,1.1193,1.0959,1.2746,26.8,513.21769,2473.23384,30688.163854246,NA,2.28,-0.97,0.138517584807391,0.00694251596778673,"2023-06"
2023-06-28,33852.66,4376.8599,13591.75,13.43,138.37,4740.556725,9480.632,229.755943934937,195.225,9.36337128575396,132.361341,108.2984,69.56,1907.42,3.784,2.668,161.38,590,0.66,0.7543,1.1148,1.0911,1.264,26.76,520.3256,2508.408,30086.246188525,NA,2.24,-1,0.138052901871997,0.00692161273576743,"2023-06"
2023-06-29,34122.42,4396.4399,13591.3311,13.54,143.05,4730.935216,9423.2953535892,229.55717492661,194.19,9.30512864790192,130.954656,113.4538,69.9,1908.15,3.784,2.678,162.02,534.75,0.6617,0.7546,1.1118,1.0864,1.2612,26.77,509.90316,2481.91548,30445.351226088,NA,2.25,-1.02,0.137883488452258,0.0069072699015714,"2023-06"
2023-06-30,34407.6,4450.3799,13787.9229,13.59,149.96,4799.40719,9568.0176,230.048104248978,194.375,9.33180841477785,131.852805,110.6351,70.45,1919.57,3.784,2.776,159.08,495,0.6666,0.7553,1.1164,1.091,1.2704,27.19,517.3704,2528.85824,30477.251282245,NA,2.26,-1.06,0.137906306455394,0.00693144797948291,"2023-06"
2023-07-03,34418.47,4455.5898,13816.7725,13.57,149.96,4798.821465,9552.8453690306,233.296447332043,194.175,9.25248824993088,131.543016,110.7695,69.79,1921.43,3.779,2.69,160.5,493.5,0.6671,0.7545,1.1157,1.0911,1.2691,27.455,523.9162075,2568.341125,31156.439491575,NA,2.29,-1.08,0.138106286598166,0.00691180536356096,"2023-07"
2023-07-04,34418.47,4455.5898,13816.7725,13.7,149.96,4776.079823,9559.042887884,231.369769132256,194.145,9.30185871032501,130.915572,110.7695,70.86,1925.09,3.779,2.751,160.5,493.5,0.6692,0.7562,1.1147,1.0877,1.2712,27.645,533.52264,2642.507,30777.581511168,NA,2.29,-1.08,0.138609744265022,0.00692257104288533,"2023-07"
2023-07-05,34288.64,4446.8198,13791.6543,14.18,144.08,4722.695705,9454.4439644992,230.478396128586,193.685,9.3110957483581,130.3631225,110.5335,71.79,1916.91,3.7535,2.655,158.3,548.25,0.6654,0.753,1.1125,1.0855,1.2704,27.53,532.10704,2634.1744,30514.16639282,NA,2.32,-0.99,0.137978613314936,0.00691323885240235,"2023-07"
2023-07-06,33922.26,4411.5898,13679.043,15.44,148.45,4597.678083,9275.357,227.471941697033,191.81,9.32639250390422,129.5716305,134.6291,71.8,1910.8,3.7535,2.627,160.45,566.75,0.6625,0.7481,1.1171,1.0887,1.274,26.925,514.8234,2538.9546,29909.337761101,NA,2.32,-0.94,0.13792152265361,0.00694082942911678,"2023-07"
2023-07-07,33734.88,4398.9502,13660.7197,14.83,148.13,4646.27922,9314.9567142072,227.83075407991,192.285,9.41368880135059,130.474399,130.4098,73.67,1924.28,3.7535,2.565,160.9,496.5,0.6688,0.7533,1.1254,1.0967,1.2836,27.31,515.94302,2574.2598,30342.264752096,NA,2.32,-0.88,0.13849456408836,0.00703432751828925,"2023-07"
2023-07-10,33944.4,4409.5298,13685.4814,15.07,142.49,4681.735349,9353.3791692495,227.787071436153,192.65,9.43778084421328,130.66812,131.7314,73.31,1924.99,3.7535,2.655,159.85,498,0.6676,0.7531,1.1296,1.0999,1.2859,27.215,514.87436,2570.964165,30414.471520593,NA,2.31,-0.84,0.138272424330416,0.00707638962601281,"2023-07"
2023-07-11,34261.42,4439.2598,13760.6992,14.84,143.99,4717.787936,9417.729,229.394664672152,192.755,9.49531645118781,130.712759,127.0724,74.83,1931.99,3.7535,2.715,157.55,505.5,0.6685,0.7558,1.1366,1.1006,1.2932,27.48,529.11278,2640.3911,30620.950938004,NA,2.32,-0.89,0.138692407977587,0.00712326815542971,"2023-07"
2023-07-12,34347.43,4472.1602,13918.9629,13.54,148.32,4852.319888,9630.5475872628,230.633767734017,194.2,9.49531645118781,132.901704,114.0714,75.75,1957.09,3.7535,2.641,157,549.75,0.6789,0.7583,1.1527,1.1128,1.2986,28.155,548.26892,2746.539,30391.646143934,NA,2.34,-0.86,0.139555654795132,0.00721995595826865,"2023-07"
2023-07-13,34395.14,4510.04,14138.5703,13.61,147.08,4929.311424,9771.2149160935,234.871622111135,195.03,9.63486198652467,134.94054,111.7525,76.89,1960.19,3.7535,2.55,157.6,593.5,0.6889,0.7628,1.1644,1.1224,1.3133,27.86,555.6243975,2783.53935,31476.049385444,NA,2.32,-0.83,0.13984058173682,0.00724480185466927,"2023-07"
2023-07-14,34509.03,4505.4199,14113.7031,13.34,149.48,4940.003497,9728.9176882428,233.585202278791,194.995,9.59147616643831,134.7745215,112.4758,75.42,1954.93,3.933,2.547,160.8,514.25,0.6837,0.7566,1.16,1.1227,1.3086,27.99,553.40694,2758.20165,30334.069007691,NA,2.33,-0.91,0.140050137949386,0.00721136511141559,"2023-07"
2023-07-17,34585.35,4522.79,14244.9482,13.48,142.24,4894.417886,9680.9053119042,233.585202278791,194.64,9.58696749080949,135.094467,113.5,74.15,1954.74,3.933,2.532,155.8,499.25,0.6816,0.7576,1.1618,1.1234,1.3071,28.05,542.57721,2740.008375,30145.889625509,NA,2.34,-0.93,0.139429176949568,0.00720824623369134,"2023-07"
2023-07-18,34951.93,4554.98,14353.6426,13.3,141.86,4905.458898,9715.152834163,234.063677291554,195.345,9.57284350801369,135.941247,112.4496,75.75,1978.71,3.933,2.623,156.3,528.75,0.6811,0.7594,1.1656,1.1226,1.3034,27.96,545.99426,2770.70255,29856.563223121,NA,2.33,-0.94,0.13930292814755,0.00720331352422114,"2023-07"
2023-07-19,35061.21,4565.7202,14358.0186,13.76,141.25,4884.881144,9816.8545922715,235.501521280023,195.24,9.49958835952321,135.064677,107.1888,75.35,1976.74,3.933,2.622,155.5,545.5,0.6772,0.7597,1.1647,1.1198,1.2937,28.08,577.831105,2861.01755,29913.923199854,NA,2.31,-0.99,0.1383700013837,0.00715896481368794,"2023-07"
2023-07-20,35225.18,4534.8701,14063.3096,13.99,142.82,4870.148355,9842.8246561554,231.942604226156,194.55,9.50278412335808,133.95405,112.8522,75.84,1972.24,3.933,2.75,158.75,545.75,0.6777,0.7591,1.1537,1.1135,1.2873,28.02,573.299055,2831.094525,29792.016378051,NA,2.49,-0.95,0.139322336156933,0.00713877784123358,"2023-07"
2023-07-21,35227.69,4536.3398,14032.8096,13.6,142.55,4885.443625,9850.920230653,228.040731328533,194.88,9.4585627558944,134.123,106.6609,76.81,1961.96,3.933,2.723,160.92,537,0.6727,0.7561,1.1546,1.1125,1.2854,28.34,569.88209,2827.55865,29908.743898772,NA,2.47,-0.98,0.139157540251319,0.00705915572497529,"2023-07"
2023-07-24,35411.24,4554.6401,14058.8662,13.91,143.75,4848.507786,9853.1796457536,231.175568201902,194.665,9.36693648156658,133.678739,109.9465,78.74,1954.51,3.8555,2.688,163.18,568.5,0.674,0.7594,1.1496,1.1062,1.2832,28.49,565.79496,2815.9824,29176.915484833,NA,2.48,-0.95,0.139149794754053,0.00706938602382383,"2023-07"
2023-07-25,35438.07,4567.46,14144.5596,13.86,142.18,4853.70389,9922.42174845,231.922438262844,194.12,9.45394550099347,133.5920845,113.0235,79.63,1964.58,3.8555,2.747,161.85,557.5,0.6789,0.7591,1.1567,1.1053,1.29,28.45,567.213,2811.555,29227.390799952,NA,2.52,-0.94,0.14012667451376,0.00709622480840193,"2023-07"
2023-07-26,35520.12,4566.75,14127.2803,13.19,143.58,4816.838045,9933.1407831978,232.970868247459,194.285,9.50615082902478,133.3340315,104.8782,78.78,1972.1,3.902,2.693,163.6,540.25,0.676,0.7572,1.1617,1.1083,1.2939,28.395,571.580325,2823.613275,29354.972883149,NA,2.48,-0.96,0.139854271848734,0.00713139597076128,"2023-07"
2023-07-27,35282.72,4537.4102,14050.1104,14.41,147.93,4880.175912,9841.3987905365,235.855006991503,193.61,9.55397798573016,132.071028,111.146,80.09,1944.99,3.8755,2.595,161.13,533.25,0.6707,0.7563,1.1508,1.0973,1.2793,28.22,562.63614,2787.274875,29210.689277337,NA,2.47,-0.9,0.139388363859385,0.00717077193359865,"2023-07"
2023-07-28,35459.29,4582.23,14316.6572,13.33,143.48,4919.84975,9887.175249425,232.088062345023,193.495,9.39709528869996,132.59857,109.7603,80.58,1959.2,3.8755,2.753,158.48,531,0.6649,0.7544,1.1492,1.1015,1.285,27.94,557.015375,2794.2325,29319.245403035,NA,2.48,-0.91,0.139883616830797,0.00708466170740347,"2023-07"
2023-07-31,35559.53,4588.96,14346.0195,13.63,145.47,4915.311083,9883.7196541974,233.122878527004,193.605,9.25647422607963,132.223804,112.0316,81.8,1964.19,3.8755,2.646,165.7,504,0.6721,0.758,1.147,1.0993,1.2837,28.095,559.43646,2795.8986,29230.110878649,NA,2.47,-0.91,0.14000112000896,0.00702765381777294,"2023-07"
2023-08-01,35630.68,4576.73,14283.9102,13.93,142.57,4840.360428,9795.2312608485,233.481517645418,192.68,9.25647422607963,131.492977,116.3765,81.37,1944.08,3.8755,2.567,164.98,497,0.6614,0.753,1.1421,1.0982,1.2777,28.095,552.796905,2754.401775,29675.732498061,NA,2.48,-0.87,0.139318454122433,0.00697447342725624,"2023-08"
2023-08-02,35282.52,4513.3901,13973.4502,16.09,145.75,4742.3964,9610.0375645482,228.206453863597,191.835,9.09680795395081,131.199192,115.1513,79.49,1933.56,3.8435,2.479,166.85,488.25,0.654,0.7491,1.1388,1.0936,1.2709,27.7,544.07229,2706.699275,29151.959689133,NA,2.47,-0.8,0.139049181695566,0.00697714983429269,"2023-08"
2023-08-03,35215.89,4501.8901,13959.7148,15.92,147.38,4710.987072,9571.8722079035,225.592087264565,191.3,9.14454070358809,130.99968,124.6004,81.55,1933.74,3.8995,2.559,164.13,480.75,0.6553,0.7486,1.1438,1.0944,1.2713,27.27,550.1868575,2704.69075,29178.678779687,NA,2.5,-0.7,0.139542023080251,0.00701483637894146,"2023-08"
2023-08-04,35065.62,4478.0298,13909.2383,17.1,153.35,4770.53391,9643.0969950696,227.093326749436,192.225,9.19547121896163,131.8998,115.9073,82.82,1941.62,3.8995,2.581,161.42,497.5,0.6571,0.7477,1.1453,1.101,1.2748,27.635,553.32694,2742.4135,29074.091727772,NA,2.5,-0.73,0.139458343792709,0.00705417607223476,"2023-08"
2023-08-07,35473.13,4518.4399,13994.4004,15.77,148.54,4772.1175,9657.6728,226.331906532875,192.275,9.13234159006386,131.594922,120.94,81.94,1936.39,3.835,2.725,163.95,482.25,0.6573,0.748,1.1463,1.1002,1.2784,27.64,552.04508,2723.6312,29180.578921523,NA,2.53,-0.67,0.13902211841904,0.00701705143498702,"2023-08"
2023-08-08,35314.49,4499.3799,13884.3242,15.99,142.3,4700.5796,9592.9184351088,225.814548751569,192.93,9.13234159006386,132.1776,118.743,82.75,1925.66,3.835,2.792,161.4,485.75,0.6544,0.7452,1.1418,1.096,1.2744,27.31,552.07008,2699.4978,29765.492673562,NA,2.48,-0.72,0.13854829100683,0.00697447342725624,"2023-08"
2023-08-09,35123.36,4467.71,13722.0156,15.96,137.12,4737.406209,9649.527891999,224.06909027657,193.215,9.08297095146982,132.0435955,112.5531,84.4,1914.59,3.835,2.963,160.2,481,0.6528,0.7452,1.1397,1.0973,1.2718,27.455,552.91505,2729.9187,29561.494507324,NA,2.45,-0.79,0.13869625520111,0.0069577317794399,"2023-08"
2023-08-10,35176.15,4468.8301,13737.9854,15.85,136.58,4813.237516,9656.575624215,224.35075477564,192.945,9.02310960654945,131.8632795,108.6421,82.82,1912.06,3.835,2.781,159.5,483.25,0.6516,0.7436,1.1407,1.0979,1.2675,27.63,552.946875,2786.915625,29429.592488566,NA,2.41,-0.73,0.138542532557495,0.00690870150955128,"2023-08"
2023-08-11,35281.4,4464.0498,13644.8496,14.84,135.16,4729.263552,9551.219727533,224.35075477564,191.695,9.02310960654945,130.594752,112.1288,83.19,1913.32,3.719,2.784,157.27,487.25,0.6498,0.7439,1.1401,1.0944,1.2694,27.36,540.89134,2729.8447,29397.715497007,NA,2.42,-0.73,0.13818453162353,0.00689845474613687,"2023-08"
2023-08-14,35307.63,4489.7202,13788.3311,14.82,136.9,4721.682792,9519.12984726,220.403616114396,191.455,9.02310960654945,130.073816,119.94,82.51,1907.9,3.7255,2.819,150.77,475.75,0.6485,0.7429,1.1387,1.0904,1.268,27.19,537.315,2710.35,29408.442550403,NA,2.43,-0.77,0.137744841455687,0.00687474219716761,"2023-08"
2023-08-15,34946.39,4437.8599,13631.0469,16.46,136.69,4676.256728,9387.0090044894,221.451366946009,191.295,8.95109218299217,129.654012,121.8001,80.99,1901.56,3.7255,2.655,149.73,464,0.6454,0.7407,1.1387,1.0904,1.2703,26.98,533.1131525,2677.15725,29170.347205994,NA,2.4,-0.71,0.137304169927641,0.00686907542244814,"2023-08"
2023-08-16,34765.74,4404.3301,13474.6279,16.78,132.09,4658.715198,9363.1265052754,221.451366946009,191.075,8.95109218299217,129.628954,117.2353,79.38,1891.76,3.7255,2.599,148.73,469.5,0.6424,0.739,1.136,1.0874,1.2727,26.72,533.00676,2673.624525,28701.77952453,NA,2.41,-0.69,0.137012577754638,0.00683293474547318,"2023-08"
2023-08-17,34474.83,4370.3599,13316.9297,17.89,132.51,4596.073993,9316.8501485275,216.913580246914,190.155,8.90500685871056,129.223577,121.1421,80.06,1888.89,3.6915,2.62,145.83,473,0.6404,0.7383,1.1383,1.0871,1.2745,26.56,521.0156,2640.445375,26664.54999312,NA,2.42,-0.64,0.137145991908386,0.00685871056241427,"2023-08"
2023-08-18,34500.66,4369.71,13290.7803,17.3,134.77,4580.31924,9250.1187551774,216.349728279562,190.765,8.9457934924675,129.81168,120.5108,81.4,1889.42,3.6915,2.572,148,492.5,0.6402,0.7377,1.1339,1.0872,1.2737,26.23,512.3776675,2597.0743,26049.556900881,NA,2.42,-0.66,0.137362637362637,0.00687899841783036,"2023-08"
2023-08-21,34463.69,4399.77,13497.5898,17.13,133.59,4601.305917,9256.6234035296,215.862955617862,189.57,8.88394994187239,129.287061,130.69,80.12,1893.94,3.6915,2.604,150.8,483,0.6413,0.7383,1.1383,1.0891,1.2754,26.085,503.40038,2556.22045,26124.141253131,NA,2.43,-0.63,0.137215620626252,0.00683854202284073,"2023-08"
2023-08-22,34288.83,4387.5498,13505.8701,16.97,134.06,4619.945228,9255.728151765,215.862955617862,189.8,8.88767048180385,129.298434,126.6511,80.35,1897,3.7505,2.556,150.05,466.5,0.6422,0.738,1.1353,1.0844,1.273,26.03,509.8365,2592.14625,26031.656479448,NA,2.43,-0.68,0.137093346859877,0.00685353985333425,"2023-08"
2023-08-23,34472.98,4436.0098,13721.0303,15.98,131.82,4633.176953,9316.0683,220.996651593082,189.8,8.94438882943837,130.5740455,118.3972,78.89,1914.31,3.8035,2.473,153.9,476.25,0.6472,0.7394,1.1391,1.0859,1.2726,26.33,523.452195,2645.0991,26431.6399827,NA,2.44,-0.76,0.137389058335394,0.00690393178915392,"2023-08"
2023-08-24,34099.42,4376.3101,13463.9697,17.2,132.48,4633.176953,9239.6027634702,221.319601055626,189.97,8.94438882943837,130.118742,117.5614,79.05,1916.6,3.7675,2.508,154.3,472.25,0.642,0.736,1.1306,1.0809,1.2599,26.635,517.69291,2628.466375,26162.372494951,NA,2.4,-0.75,0.137389058335394,0.00685471432978031,"2023-08"
2023-08-25,34346.9,4405.71,13590.6465,15.68,132.27,4575.15,9229.7573432546,215.998087562325,189.68,8.94438882943837,129.6,110.3671,79.83,1914.53,3.7655,2.55,153.15,487,0.64,0.7349,1.1301,1.08,1.2577,26.49,514.839495,2626.70645,26047.668851048,NA,2.41,-0.78,0.137193030594046,0.00683013455365071,"2023-08"
2023-08-28,34559.98,4433.3101,13705.1299,15.08,130.19,4644.484473,9229.7573432546,219.522945170425,189.68,8.84062915827903,129.6579705,110.45,80.1,1919.66,3.754,2.665,151.8,478.5,0.643,0.7354,1.1315,1.0817,1.2603,26.79,514.839495,2626.70645,26106.150043965,NA,2.39,-0.78,0.137164803511419,0.00682384250571497,"2023-08"
2023-08-29,34852.67,4497.6299,13943.7598,14.45,135.23,4705.901419,9434.267,221.06578405817,190.825,8.91343119769516,130.9210105,110.6829,81.16,1937.12,3.793,2.662,153.1,469.5,0.6482,0.7375,1.1385,1.0877,1.2638,26.695,525.80399,2701.68845,27727.393009042,NA,2.4,-0.75,0.13734943068661,0.00685965152970229,"2023-08"
2023-08-30,34890.24,4514.8701,14019.3096,13.88,142.14,4714.044644,9505.051908001,221.075929028067,191.135,8.88858500564083,131.219088,109.8424,81.63,1942.24,3.785,3.181,155.35,461.75,0.6477,0.7389,1.1389,1.0924,1.2718,26.9,531.80317,2719.42635,27297.265348321,NA,2.36,-0.78,0.137264591226047,0.00683737308126218,"2023-08"
2023-08-31,34721.91,4507.6602,14034.9688,13.57,144.7,4658.496951,9427.5715541954,224.118588752619,191.39,8.92301350097908,130.8888135,107.9275,83.63,1939.74,3.7725,2.752,154.5,461,0.6479,0.7403,1.1322,1.0841,1.2673,26.935,530.7135575,2763.9813,25931.472893357,NA,2.33,-0.76,0.137761919850115,0.00687072726648116,"2023-08"
2023-09-01,34837.71,4515.77,14031.8145,13.09,144.28,4613.688072,9396.3126,223.692949463174,190.445,8.87027285782671,129.3891165,102.9245,85.55,1938.8,3.8505,2.757,151.9,482.75,0.645,0.7354,1.1287,1.0773,1.2588,27.055,518.24796,2710.5111,25800.724372608,NA,2.35,-0.69,0.137729664215079,0.00683854202284073,"2023-09"
2023-09-04,34837.71,4515.77,14031.8145,13.82,144.28,4613.688072,9406.1786338905,224.871518296013,190.26,8.84830693610049,129.344502,102.9245,85.82,1938.19,3.8215,2.647,151.9,483.25,0.6459,0.7357,1.1305,1.0794,1.2621,27.055,517.20858,2711.306325,25812.415268673,NA,2.35,-0.69,0.1374910630809,0.00682687056253414,"2023-09"
2023-09-05,34641.97,4496.8301,14020.9521,14.01,139.62,4576.53952,9344.2336468826,223.644462496615,189.665,8.84830693610049,128.1308,109.64,86.69,1925.81,3.811,2.58,153.45,471,0.6376,0.733,1.1247,1.072,1.2563,26.79,513.135735,2688.167925,25779.981794985,NA,2.37,-0.67,0.136900035594009,0.00676956404007582,"2023-09"
2023-09-06,34443.19,4465.48,13872.4707,14.45,137.88,4546.381502,9286.338172549,225.118650954896,189.27,8.84830693610049,127.8068415,111.3068,87.69,1916.28,3.7485,2.512,153.8,471.5,0.6384,0.7334,1.1223,1.0727,1.2505,26.42,515.3623125,2710.45875,25753.236258311,NA,2.37,-0.71,0.136664297818838,0.00677231477719084,"2023-09"
2023-09-07,34500.73,4451.1401,13748.832,14.4,135.59,4546.381502,9282.0326532235,223.979632709868,189.64,8.84830693610049,127.810254,105.1982,86.87,1919.19,3.726,2.583,149.8,470.75,0.6377,0.7308,1.12,1.0699,1.2473,26.47,509.52205,2690.737925,26240.19489212,NA,2.4,-0.67,0.136438677636336,0.00678909671068264,"2023-09"
2023-09-08,34576.59,4457.4902,13761.5254,13.84,138.18,4533.369581,9320.828723048,220.599688789662,190.135,8.77477843177052,128.056331,104.3362,87.51,1917.81,3.7145,2.618,148.65,483,0.6375,0.733,1.1192,1.0699,1.2464,26.685,511.24212,2686.3036,25905.653751513,NA,2.4,-0.72,0.136184120931499,0.00676544212164265,"2023-09"
2023-09-11,34663.72,4487.46,13917.8945,13.8,138.21,4572.553884,9377.8720874118,221.486868135616,189.57,8.75332560201924,128.298876,107.23,87.29,1921.66,3.77,2.62,152.85,471.25,0.6432,0.7366,1.1226,1.0748,1.2509,26.53,514.37008,2733.2165,25162.655272248,NA,2.44,-0.68,0.137185502236124,0.00682174773176888,"2023-09"
2023-09-12,34645.99,4461.8999,13773.6143,14.23,136.25,4561.288704,9397.331,222.786636759108,189.615,8.7360657966286,128.265984,105.1144,88.84,1913.26,3.7505,2.734,152,463.25,0.6422,0.7378,1.1216,1.0752,1.2484,26.435,510.09624,2696.2319,25833.343060492,NA,2.41,-0.71,0.13714034943361,0.00679717237629146,"2023-09"
2023-09-13,34575.53,4467.4399,13813.5898,13.48,137.42,4561.288704,9398.4688,221.791747194249,189.745,8.72885091377615,128.265984,101.8585,88.52,1906.3,3.756,2.706,151.95,464,0.6422,0.7381,1.119,1.0752,1.2488,26.57,514.84902,2712.0814,26228.324087514,NA,2.42,-0.71,0.137532664007702,0.0067812701318957,"2023-09"
2023-09-14,34907.11,4505.1001,13926.0498,12.82,144.32,4554.081975,9521.5499116082,224.906594338023,189.775,8.72885091377615,127.2716805,97.1109,90.16,1910.32,3.7825,2.696,154,462.5,0.6441,0.7403,1.1166,1.0641,1.2409,26.715,523.4426425,2751.69575,26539.674442453,NA,2.41,-0.71,0.137419266181119,0.00678081030683167,"2023-09"
2023-09-15,34618.24,4450.3198,13708.3301,13.79,142.92,4576.375775,9553.6533385878,226.850832093086,189.29,8.71059396563388,126.81581,96.6141,90.77,1923.57,3.7975,2.643,159.15,475.25,0.6432,0.7393,1.1138,1.0655,1.2389,26.72,516.9000525,2714.739625,26608.693364912,NA,2.43,-0.69,0.137468382272077,0.00676498444053579,"2023-09"
2023-09-18,34624.3,4453.5298,13710.2373,14,137.65,4538.84572,9475.8206586564,226.850832093086,189.09,8.72823362016397,126.7834,99.32,90.58,1933.14,3.7415,2.729,159.6,471.5,0.6437,0.7413,1.1146,1.069,1.2382,26.62,501.53291,2655.939,26754.281037725,NA,2.43,-0.73,0.137145991908386,0.00677552679720848,"2023-09"
2023-09-19,34517.73,4443.9502,13678.1904,14.11,137.31,4529.93079,9490.988041605,224.855181277056,189.115,8.72823362016397,126.4210185,101.3061,90.48,1930.94,3.714,2.726,160.95,476.25,0.6455,0.7436,1.114,1.0677,1.239,26.53,503.21985,2686.7715,27211.117819724,NA,2.44,-0.71,0.137035108394771,0.00676406926406926,"2023-09"
2023-09-20,34440.88,4402.2002,13469.1299,15.14,135.74,4557.767082,9544.010720708,222.629723261536,189.355,8.72823362016397,126.501012,97.0423,89.66,1929.68,3.7465,2.723,159.25,482.25,0.6446,0.7428,1.1129,1.0659,1.2344,26.72,518.7566,2725.5552,27132.007340129,NA,2.43,-0.77,0.137213737839432,0.00674149728654734,"2023-09"
2023-09-21,34070.42,4330,13223.9805,17.54,135.94,4557.767082,9440.0709604812,220.678410515261,187.59,8.72455028964396,126.318616,106.0029,89.63,1919.57,3.6665,2.622,156.05,475.25,0.6418,0.7417,1.1056,1.0658,1.2294,26.15,517.76181,2682.24345,26567.632904403,NA,2.47,-0.63,0.136840088672377,0.00677529726616755,"2023-09"
2023-09-22,33963.84,4320.0601,13211.8066,17.2,137.74,4481.466832,9403.5692489128,218.389230976613,188.18,8.67089034171328,126.2262,101.1122,90.03,1924.99,3.694,2.651,152.25,477.75,0.6441,0.7415,1.1022,1.0652,1.2238,25.63,512.40506,2662.68285,26579.568637132,NA,2.45,-0.66,0.137023842148534,0.00673990698928355,"2023-09"
2023-09-25,34006.88,4337.4399,13271.3193,16.9,133.06,4413.24483,9309.6664,219.489001578399,187.24,8.67089034171328,125.07849,117.33,89.68,1915.66,3.6495,2.906,148.23,481.25,0.6424,0.7433,1.0965,1.059,1.2211,25.16,505.5354,2637.881275,26298.479551175,NA,2.49,-0.54,0.136780194227876,0.006716593343856,"2023-09"
2023-09-26,33618.88,4273.5298,13063.6104,18.94,136.3,4364.54326,9270.5637270615,216.835871972086,186.925,8.67089034171328,124.76828,117.7173,90.39,1900.49,3.625,2.845,150.15,479.75,0.6396,0.7397,1.092,1.057,1.2157,25.02,503.78608,2566.95055,26217.249335751,NA,2.46,-0.48,0.136774581811716,0.00671005837750788,"2023-09"
2023-09-27,33550.27,4274.5098,13092.8496,18.22,135.38,4364.54326,9213.589116613,216.339094463194,186.805,8.67089034171328,123.65325,122.089,93.68,1874.7,3.627,2.899,148.75,483.25,0.6353,0.7409,1.0855,1.05,1.2134,25.095,488.93953,2504.76095,26352.717618909,NA,2.45,-0.49,0.136780194227876,0.00668292845925084,"2023-09"
2023-09-28,33666.34,4299.7002,13201.2764,17.34,133.48,4394.191204,9272.0373104694,216.81725595258,186.115,8.61525066139781,123.5350205,115.2436,91.71,1864.56,3.6945,2.952,146.98,488.5,0.6425,0.7414,1.0929,1.0559,1.2197,24.88,483.7025275,2518.07065,27021.546764739,NA,2.51,-0.45,0.136958159282339,0.00669769934027661,"2023-09"
